序号,课程名称,课程难度,作业多少,给分好坏,收获大小,选课类别,教学类型,课程类别,开课单位,课程层次,学分
2417,核医学物理原理（李佳）,中等,很少,一般,一般,计划,理论课,本科计划内课程,工程与应用物理系,专业选修,3.0
2418,高级英语阅读B（柳青）,中等,很少,一般,一般,英语拓展,理论课,英语拓展课程,外语系,通修,2.0
2419,武术I（王洪武）,中等,很少,一般,一般,体育,理论课,体育选项,体育教学中心,通修,1.0
2420,光学A（项国勇）,中等,很少,一般,很多,计划,理论课,本科计划内课程,物理学院,通修,4.0
2421,高级英语阅读A（夏学文）,简单,很少,一般,一般,英语拓展,理论课,英语拓展课程,外语教学中心,通修,2.0
2422,"药理学（汪香婷, 王育才, 舒冰）",困难,很少,一般,一般,计划,理论课,本科计划内课程,生命科学与医学部,专业基础,3.0
2423,"高等固体物理（王征飞, 付强）",困难,很多,一般,一般,基础,理论课,研究生课程,物理学系,硕士,5.0
2424,随机过程B（解扬洋）,中等,中等,一般,一般,计划,理论课,本科计划内课程,统计与金融系,专业基础,2.0
2425,线性椭圆方程（高强）,中等,中等,一般,一般,基础,理论课,研究生课程,数学科学学院,硕士,4.0
2426,大学英语读写中级（马仁蓉）,中等,中等,一般,一般,英语,理论课,本科计划内课程,外语系,通修,2.0
2427,"计算机程序设计A（王雷, 盛捷）",中等,中等,一般,一般,计划,理论实验课,本科计划内课程,信息科学技术学院,通修,4.0
2428,微分方程I（宁吴庆）,困难,中等,超好,一般,计划,理论课,本科计划内课程,数学科学学院,专业基础,4.0
2429,新闻英语（刘文捷）,困难,很多,一般,很多,英语,理论课,英语拓展课程,外语系,通修,2.0
2430,机械设计基础I（干方建）,中等,中等,一般,一般,计划,理论实验课,本科计划内课程,工程科学学院,专业基础,3.0
2431,"数字图像处理B（李厚强, 周文罡）",中等,中等,一般,一般,计划,理论课,本科计划内课程,信息科学技术学院,专业核心,2.0
2432,计算机图形学（陈仁杰）,困难,中等,一般,一般,计划,理论课,本科计划内课程,数学科学学院,专业选修,3.0
2433,计算机程序设计A（张四海）,中等,中等,一般,一般,计划,理论实验课,本科计划内课程,信息科学技术学院,通修,4.0
2434,习近平新时代中国特色社会主义思想概论（叶政）,简单,很少,一般,一般,计划,理论课,本科计划内课程,马克思主义学院,通修,3.0
2435,计算机程序设计A（秦琳琳）,中等,中等,一般,一般,计划,理论实验课,本科计划内课程,信息科学技术学院,通修,4.0
2436,热学A（韩良）,困难,中等,超好,一般,计划,理论课,本科计划内课程,物理学院,通修,3.0
2437,"光学（史保森, 高琛）",中等,很少,一般,一般,计划,理论课,本科计划内课程,物理学院,通修,4.0
2438,企业模拟与对抗（查勇）,中等,很少,一般,一般,基础,理论课,专业硕士,MBA中心,硕士,2.0
2439,C++（黄章进）,中等,很少,一般,一般,双学,理论实验课,双学位课程,计算机科学与技术系,专业核心,3.5
2440,单变量微积分（徐岩）,中等,中等,一般,一般,计划,理论课,本科计划内课程,数学科学学院,通修,6.0
2441,固体功能材料概论（李晓光）,中等,很少,超好,一般,专业,理论课,研究生课程,物理学系,博士,4.0
2442,"力学（余庆选, 秦胜勇）",中等,很少,超好,一般,计划,理论课,本科计划内课程,物理学院,通修,4.0
2443,半导体光学（魏渭）,中等,很少,一般,一般,专业,理论课,研究生课程,光学与光学工程系,硕士,4.0
2444,"力学（王景赟, 王毅, 刘斌）",中等,中等,一般,一般,未知,未知,本科计划内课程,物理学院,全校通修,4.0
2445,"分子病毒学（魏海明, 傅斌清）",中等,很少,一般,一般,计划,理论课,本科计划内课程,生命科学学院,专业选修,2.0
2446,"固体物理（郝绿原, 陈俊华）",中等,很多,一般,一般,计划,理论课,本科计划内课程,材料科学与工程系,通修,3.0
2447,光波导技术基础（杨利）,中等,中等,一般,一般,专业,理论课,研究生课程,电子工程与信息科学系,硕士,2.0
2448,单变量微积分（谢盛刚）,中等,中等,一般,一般,未知,未知,本科计划内课程,数学科学学院,全校通修,6.0
2449,复变函数B（王晁）,中等,中等,一般,一般,计划,理论课,本科计划内课程,数学科学学院,专业基础,2.0
2450,新生“科学与社会”研讨课（陈发来）,简单,很少,一般,一般,计划,理论课,本科计划内课程,教务处,通修,1.0
2451,普通地球化学（魏春生）,中等,很少,一般,一般,计划,理论课,本科计划内课程,地球和空间科学学院,专业选修,3.0
2452,材料力学（陈海波）,中等,很多,一般,一般,计划,理论课,本科计划内课程,近代力学系,专业基础,4.0
2453,理论力学(2)（郭扬）,简单,中等,一般,一般,计划,理论课,本科计划内课程,近代力学系,专业基础,2.0
2454,机械制图及CAD(B)（李晓峰）,中等,很多,杀手,一般,计划,理论课,本科计划内课程,精密机械与精密仪器系,专业基础,3.0
2455,数据结构（尹东）,中等,很少,一般,一般,计划,理论实验课,本科计划内课程,电子工程与信息科学系,通修,4.0
2456,小波变换及应用（倪林）,中等,中等,一般,一般,专业,理论实验课,研究生课程,电子工程与信息科学系,硕士,2.5
2457,"素质拓展训练（小森阳子,  方浩,  王韦华...）",简单,很少,超好,一般,未知,未知,全校公修,人文素质教学研究部,全校通修,1.0
2458,"有机合成化学（陈昶乐, 徐航勋）",中等,很少,超好,一般,专业,理论课,研究生课程,化学系,硕士,4.0
2459,管理学概论（范进）,简单,很少,超好,一般,计划,理论课,本科计划内课程,管理科学系,专业基础,3.0
2460,随机过程A,中等,中等,一般,一般,未知,未知,本科计划内课程,统计与金融系,未知,3.0
2461,理论力学(2),简单,中等,一般,一般,未知,未知,本科计划内课程,近代力学系,学科群基础课,2.0
2462,线性代数(A2)（宋光天）,中等,中等,一般,一般,未知,未知,本科计划内课程,数学科学学院,全校通修,4.0
2463,调和分析（任广斌）,简单,很少,超好,没有,基础,理论课,研究生课程,数学科学学院,硕士,4.0
2464,商务英语（陶伟）,中等,中等,一般,一般,计划,理论课,本科计划内课程,MBA中心,专业基础,2.0
2465,量子化学A（田善喜）,中等,中等,超好,一般,基础,理论课,研究生课程,化学物理系,硕士,4.0
2466,高等工程热力学（胡芃）,中等,很少,一般,一般,基础,理论课,研究生课程,热科学和能源工程系,硕士,4.0
2467,自然语言理解（刘贵全）,中等,很少,一般,一般,专业,理论实验课,研究生课程,计算机科学与技术系,硕士,3.5
2468,"羽毛球（李忠广, 王淮勘）",困难,很少,一般,一般,未知,未知,体育选项,体育教学中心,全校通修,1.0
2469,复变函数B（胡智）,简单,中等,一般,一般,计划,理论课,本科计划内课程,数学科学学院,专业基础,2.0
2470,代数学（欧阳毅）,简单,中等,超好,一般,基础,理论课,研究生课程,数学科学学院,硕士,4.0
2471,单变量微积分（潘永亮）,中等,中等,超好,没有,计划,理论课,本科计划内课程,数学科学学院,通修,6.0
2472,热学（李毅）,简单,很少,一般,没有,计划,理论课,本科计划内课程,物理学院,通修,3.0
2473,"无机化学基础实验(上)（李光水,  陶先刚,  查正根...）",中等,中等,一般,很多,计划,实验课,本科计划内课程,化学系,通修,2.0
2474,金融市场与金融机构（英）（潘婉彬）,中等,很少,一般,一般,计划,理论课,本科计划内课程,统计与金融系,专业核心,2.0
2475,羽毛球I（王淮勘）,简单,很少,一般,一般,体育,理论课,体育选项,体育教学中心,通修,1.0
2476,乒乓球II（赵曼赟）,简单,很少,一般,一般,体育,理论课,体育选项,体育教学中心,通修,1.0
2477,中国特色社会主义理论与实践研究（张德广）,简单,中等,超好,一般,政治及其他,理论课,研究生课程,马克思主义理论教学研究部,硕士,2.0
2478,"物质结构的波谱能谱分析（麻茂生,  陈家富,  左健...）",简单,很少,超好,一般,专业,理论课,研究生课程,合肥微尺度物质科学国家实验室（筹）,硕士,3.0
2479,"随机分析（徐佩, 刘党政, 王冉）",困难,很少,超好,没有,基础,理论课,研究生课程,数学科学学院,硕士,4.0
2480,数学分析(A2)（许斌）,中等,很多,一般,很多,计划,理论课,本科计划内课程,数学科学学院,通修,6.0
2481,"同调代数（叶郁, 任保华）",简单,很少,一般,一般,专业,理论课,研究生课程,数学科学学院,硕士,4.0
2482,高等泛函分析（刘聪文）,简单,很少,超好,一般,基础,理论课,研究生课程,数学科学学院,硕士,4.0
2483,"有机化学(A1)（谷永红, 王川）",困难,中等,一般,一般,计划,理论课,本科计划内课程,化学系,专业基础,4.0
2484,"物理化学II（叶晓东, 张镇）",中等,中等,一般,一般,计划,理论课,本科计划内课程,化学物理系,专业基础,3.0
2485,"电子密度泛函理论与应用（武晓君, 江俊, 张国桢）",简单,很少,一般,一般,专业,理论实验课,研究生课程,化学物理系,硕士,3.0
2486,"非线性电子线路B（刘发林, 周凌云）",中等,中等,一般,一般,计划,理论课,本科计划内课程,电子工程与信息科学系,专业基础,3.0
2487,模式识别（王上飞）,中等,中等,一般,一般,专业,理论课,研究生课程,计算机科学与技术系,硕士,3.0
2488,微机原理与系统B（张俊霞）,简单,很少,一般,没有,计划,理论实验课,本科计划内课程,计算机科学与技术系,专业基础,2.5
2489,"射电天文（杨戟,  史生才,  王红池...）",中等,很少,一般,很多,基础,理论课,研究生课程,紫金山天文台,硕士,3.0
2490,同调代数（叶郁）,中等,很少,超好,一般,专业,理论课,研究生课程,数学科学学院,硕士,4.0
2491,“科学与社会”研讨课（杨金龙）,困难,很多,杀手,没有,计划,理论课,本科计划内课程,化学与材料科学学院,通修,1.0
2492,"细胞生物学II（郭振,  单革,  梅一德...）",中等,很少,一般,一般,基础,理论课,研究生课程,生命科学学院,硕士,2.0
2493,微机原理与嵌入式系统（王嵩）,简单,很少,一般,没有,计划,理论实验课,本科计划内课程,信息科学技术学院,专业基础,3.5
2494,"宇宙学（蔡一夫, 张杨）",困难,很少,超好,一般,基础,理论课,研究生课程,天文学系,硕士,4.0
2495,“科学与社会”研讨课（蔡一夫）,简单,很少,一般,没有,计划,理论课,本科计划内课程,少年班学院,通修,1.0
2496,"高能天体物理（韦大明,  袁强,  冯磊...）",困难,很多,一般,一般,基础,理论课,研究生课程,紫金山天文台,硕士,4.0
2497,"数据科学导引（徐童, 何向南）",简单,中等,一般,一般,基础,理论课,研究生课程,大数据学院,硕士,3.0
2498,理解马克思（赵琼）,简单,很少,一般,一般,慕课通识,理论课,核心通识,人文与社会科学学院,通修,2.0
2499,区块链技术（郭燕）,中等,中等,一般,一般,专业,理论实验课,研究生课程,软件学院苏州,硕士,3.0
2500,热学B（鄢文标）,困难,很少,超好,一般,计划,理论课,本科计划内课程,物理学院,通修,1.5
2501,"微电子专业基础实验（白雪飞,  周成刚,  王晶...）",困难,中等,一般,很多,计划,实验课,本科计划内课程,微电子学院,专业核心,2.0
2502,等离子体电磁流体力学（任海骏）,困难,很少,一般,一般,基础,理论课,研究生课程,工程与应用物理系,硕士,4.0
2503,"中国科学技术史（关瑜桢,  褚龙飞,  钮卫星...）",中等,很少,一般,一般,基础,理论课,研究生课程,科技史与科技考古系,硕士,3.0
2504,"线性统计模型（郑泽敏, 李阳）",中等,很少,杀手,一般,基础,理论课,研究生课程,统计与金融系,本研贯通,4.0
2505,运筹学II：应用模型与方法（刘林冬）,中等,很多,一般,一般,计划,理论实验课,本科计划内课程,管理科学系,专业基础,3.5
2506,"工程硕士专业英语（电子信息）（陈勋, 刘爱萍）",简单,很少,超好,没有,英语课,理论课,专业硕士,电子科学与技术系,硕士,2.0
